X,Y,Layer,PaperSpace,SubClasses,Linetype,EntityHandle,Text
54.1866,67.02805,Layer 1,,,,,
54.0455,66.604700026168,Layer 1,,,,,
53.9044,66.1814,Layer 1,,,,,
53.7633,65.758100026168,Layer 1,,,,,
53.6222,65.33475,Layer 1,,,,,
53.4811,64.911400026168,Layer 1,,,,,
53.34,64.6292,Layer 1,,,,,
53.19885,64.347000026168,Layer 1,,,,,
53.0577,64.06475,Layer 1,,,,,
52.9166,63.782500026168,Layer 1,,,,,
52.7755,63.5003,Layer 1,,,,,
52.6344,63.218100026168,Layer 1,,,,,
52.4933,63.077,Layer 1,,,,,
52.3522,62.935900026168,Layer 1,,,,,
52.2111,62.65365,Layer 1,,,,,
52.06995,62.371400026168,Layer 1,,,,,
51.9288,62.0892,Layer 1,,,,,
51.7877,61.807000026168,Layer 1,,,,,
51.6466,61.52475,Layer 1,,,,,
51.5055,61.242500026168,Layer 1,,,,,
51.3644,60.8192,Layer 1,,,,,
51.2233,60.395900026168,Layer 1,,,,,
51.0822,59.83145,Layer 1,,,,,
50.9411,59.267000026168,Layer 1,,,,,
50.8,57.85585,Layer 1,,,,,
50.65885,56.444700026168,Layer 1,,,,,
50.5177,56.0214,Layer 1,,,,,
50.65885,55.598100026168,Layer 1,,,,,
50.8,55.31585,Layer 1,,,,,
50.65885,55.033600026168,Layer 1,,,,,
50.5177,54.18695,Layer 1,,,,,
50.3766,53.340300026168,Layer 1,,,,,
50.2355,52.77585,Layer 1,,,,,
50.0944,52.211400026168,Layer 1,,,,,
49.9533,51.9292,Layer 1,,,,,
49.8122,51.647000026168,Layer 1,,,,,
49.6711,51.22365,Layer 1,,,,,
49.52995,50.800300026168,Layer 1,,,,,
49.3888,50.5181,Layer 1,,,,,
49.2477,50.235900026168,Layer 1,,,,,
49.1066,49.95365,Layer 1,,,,,
48.9655,49.671400026168,Layer 1,,,,,
48.8244,49.5303,Layer 1,,,,,
48.5422,49.389200026168,Layer 1,,,,,
48.26,49.2481,Layer 1,,,,,
48.11885,49.107000026168,Layer 1,,,,,
47.9777,49.3892,Layer 1,,,,,
47.8366,49.671400026168,Layer 1,,,,,
47.6955,49.95365,Layer 1,,,,,
47.5544,50.235900026168,Layer 1,,,,,
47.4133,50.5181,Layer 1,,,,,
47.2722,50.800300026168,Layer 1,,,,,
47.1311,51.08255,Layer 1,,,,,
46.99,51.364800026168,Layer 1,,,,,
46.8489,51.5059,Layer 1,,,,,
46.70775,51.647000026168,Layer 1,,,,,
46.5666,51.9292,Layer 1,,,,,
46.4255,52.211400026168,Layer 1,,,,,
46.2844,52.49365,Layer 1,,,,,
46.1433,52.775900026168,Layer 1,,,,,
46.0022,53.0581,Layer 1,,,,,
45.8611,53.340300026168,Layer 1,,,,,
45.72,53.62255,Layer 1,,,,,
45.57885,53.904800026168,Layer 1,,,,,
45.4377,54.187,Layer 1,,,,,
45.0144,54.469200026168,Layer 1,,,,,
44.5911,54.3281,Layer 1,,,,,
44.45,54.187000026168,Layer 1,,,,,
44.3089,54.3281,Layer 1,,,,,
44.16775,54.469200026168,Layer 1,,,,,
44.0266,54.6103,Layer 1,,,,,
43.7444,54.751400026168,Layer 1,,,,,
43.4622,54.8925,Layer 1,,,,,
43.3211,55.033600026168,Layer 1,,,,,
43.18,55.17475,Layer 1,,,,,
43.03885,55.315900026168,Layer 1,,,,,
42.8977,55.457,Layer 1,,,,,
42.6155,55.598100026168,Layer 1,,,,,
42.3333,55.7392,Layer 1,,,,,
42.1922,55.880300026168,Layer 1,,,,,
42.0511,56.1625,Layer 1,,,,,
41.91,56.444700026168,Layer 1,,,,,
41.7689,56.58585,Layer 1,,,,,
41.62775,56.727000026168,Layer 1,,,,,
41.4866,56.8681,Layer 1,,,,,
41.3455,57.009200026168,Layer 1,,,,,
41.2044,57.1503,Layer 1,,,,,
41.0633,57.291400026168,Layer 1,,,,,
40.9222,57.57365,Layer 1,,,,,
40.7811,57.855900026168,Layer 1,,,,,
40.64,57.997,Layer 1,,,,,
40.49885,58.138100026168,Layer 1,,,,,
40.3577,58.2792,Layer 1,,,,,
40.2166,58.420300026168,Layer 1,,,,,
40.0755,58.5614,Layer 1,,,,,
39.9344,58.702500026168,Layer 1,,,,,
39.7933,58.8436,Layer 1,,,,,
39.6522,58.984700026168,Layer 1,,,,,
39.5111,59.12585,Layer 1,,,,,
39.22885,59.267000026168,Layer 1,,,,,
38.9466,59.4081,Layer 1,,,,,
38.6644,59.549200026168,Layer 1,,,,,
38.3822,59.6903,Layer 1,,,,,
38.09995,59.831400026168,Layer 1,,,,,
37.8177,59.9725,Layer 1,,,,,
37.11215,60.113600026168,Layer 1,,,,,
36.4066,59.8314,Layer 1,,,,,
36.2655,59.549200026168,Layer 1,,,,,
36.1244,59.12585,Layer 1,,,,,
35.9833,58.702500026168,Layer 1,,,,,
35.8422,58.2792,Layer 1,,,,,
35.7011,57.855900026168,Layer 1,,,,,
35.56,57.57365,Layer 1,,,,,
35.41885,57.291400026168,Layer 1,,,,,
35.2777,57.1503,Layer 1,,,,,
35.1366,57.009200026168,Layer 1,,,,,
34.9955,56.72695,Layer 1,,,,,
34.8544,56.444700026168,Layer 1,,,,,
34.7133,56.1625,Layer 1,,,,,
34.5722,55.880300026168,Layer 1,,,,,
34.4311,55.45695,Layer 1,,,,,
34.29,55.033600026168,Layer 1,,,,,
34.1489,54.6103,Layer 1,,,,,
34.00775,54.187000026168,Layer 1,,,,,
33.8666,53.90475,Layer 1,,,,,
33.7255,53.622500026168,Layer 1,,,,,
33.5844,53.1992,Layer 1,,,,,
33.4433,52.775900026168,Layer 1,,,,,
33.3022,52.35255,Layer 1,,,,,
33.1611,51.929200026168,Layer 1,,,,,
33.02,51.647,Layer 1,,,,,
32.8789,51.364800026168,Layer 1,,,,,
32.7378,50.94145,Layer 1,,,,,
32.59665,50.518100026168,Layer 1,,,,,
32.4555,50.23585,Layer 1,,,,,
31.32665,49.953600026168,Layer 1,,,,,
30.1978,49.8125,Layer 1,,,,,
30.05665,49.671400026168,Layer 1,,,,,
29.9155,49.5303,Layer 1,,,,,
29.6333,49.389200026168,Layer 1,,,,,
29.3511,49.2481,Layer 1,,,,,
29.21,49.107000026168,Layer 1,,,,,
29.0689,48.9659,Layer 1,,,,,
28.92775,48.824800026168,Layer 1,,,,,
28.7866,48.68365,Layer 1,,,,,
28.6455,48.542500026168,Layer 1,,,,,
28.5044,48.4014,Layer 1,,,,,
28.3633,48.260300026168,Layer 1,,,,,
28.2222,48.1192,Layer 1,,,,,
27.94,47.978100026168,Layer 1,,,,,
27.6578,47.837,Layer 1,,,,,
24.55335,47.695900026168,Layer 1,,,,,
21.4489,47.837,Layer 1,,,,,
21.30775,47.978100026168,Layer 1,,,,,
21.1666,48.2603,Layer 1,,,,,
21.30775,48.542500026168,Layer 1,,,,,
21.4489,48.82475,Layer 1,,,,,
21.59,49.107000026168,Layer 1,,,,,
21.7311,49.3892,Layer 1,,,,,
21.8722,49.671400026168,Layer 1,,,,,
22.0133,50.23585,Layer 1,,,,,
22.1544,50.800300026168,Layer 1,,,,,
22.2955,54.3281,Layer 1,,,,,
22.1544,57.855900026168,Layer 1,,,,,
22.0133,58.4203,Layer 1,,,,,
21.8722,58.984700026168,Layer 1,,,,,
21.7311,59.12585,Layer 1,,,,,
21.59,59.267000026168,Layer 1,,,,,
21.4489,59.4081,Layer 1,,,,,
21.30775,59.549200026168,Layer 1,,,,,
21.1666,59.6903,Layer 1,,,,,
20.8844,59.831400026168,Layer 1,,,,,
20.6022,59.9725,Layer 1,,,,,
20.4611,60.113600026168,Layer 1,,,,,
20.32,60.25475,Layer 1,,,,,
20.03775,60.395900026168,Layer 1,,,,,
19.7555,60.537,Layer 1,,,,,
19.6144,60.678100026168,Layer 1,,,,,
19.4733,60.8192,Layer 1,,,,,
19.3322,60.960300026168,Layer 1,,,,,
19.3322,60.960300026168,Layer 1,,,,,
19.4733,61.1014,Layer 1,,,,,
19.6144,61.242500026168,Layer 1,,,,,
19.7555,61.3836,Layer 1,,,,,
19.89665,61.524700026168,Layer 1,,,,,
20.0378,61.66585,Layer 1,,,,,
20.32,61.807000026168,Layer 1,,,,,
20.6022,61.9481,Layer 1,,,,,
20.7433,62.089200026168,Layer 1,,,,,
20.8844,62.2303,Layer 1,,,,,
21.0255,62.371400026168,Layer 1,,,,,
21.1666,62.5125,Layer 1,,,,,
21.44885,62.653600026168,Layer 1,,,,,
21.7311,62.79475,Layer 1,,,,,
22.15445,62.935900026168,Layer 1,,,,,
22.5778,63.077,Layer 1,,,,,
22.86,63.218100026168,Layer 1,,,,,
23.1422,63.6414,Layer 1,,,,,
23.2833,64.064700026168,Layer 1,,,,,
23.4244,64.48805,Layer 1,,,,,
23.5655,64.911400026168,Layer 1,,,,,
23.7066,66.46365,Layer 1,,,,,
23.5655,68.015900026168,Layer 1,,,,,
23.4244,68.5803,Layer 1,,,,,
23.2833,69.144700026168,Layer 1,,,,,
23.1422,69.56805,Layer 1,,,,,
23.0011,69.991400026168,Layer 1,,,,,
22.86,70.41475,Layer 1,,,,,
22.7189,70.838100026168,Layer 1,,,,,
22.5778,71.1203,Layer 1,,,,,
22.43665,71.402500026168,Layer 1,,,,,
22.2955,71.82585,Layer 1,,,,,
22.1544,72.249200026168,Layer 1,,,,,
22.0133,72.3903,Layer 1,,,,,
21.8722,72.531400026168,Layer 1,,,,,
21.7311,72.6725,Layer 1,,,,,
21.59,72.813600026168,Layer 1,,,,,
21.4489,73.09585,Layer 1,,,,,
21.30775,73.378100026168,Layer 1,,,,,
21.1666,73.5192,Layer 1,,,,,
21.0255,73.660300026168,Layer 1,,,,,
20.8844,73.8014,Layer 1,,,,,
20.7433,73.942500026168,Layer 1,,,,,
20.6022,74.0836,Layer 1,,,,,
20.4611,74.224700026168,Layer 1,,,,,
20.32,74.50695,Layer 1,,,,,
20.1789,74.789200026168,Layer 1,,,,,
20.0378,74.9303,Layer 1,,,,,
19.89665,75.071400026168,Layer 1,,,,,
19.7555,75.2125,Layer 1,,,,,
19.6144,75.353600026168,Layer 1,,,,,
19.4733,75.63585,Layer 1,,,,,
19.3322,75.918100026168,Layer 1,,,,,
19.1911,76.0592,Layer 1,,,,,
19.05,76.200300026168,Layer 1,,,,,
19.05,76.200300026168,Layer 1,,,,,
19.1911,76.3414,Layer 1,,,,,
19.3322,76.482500026168,Layer 1,,,,,
19.4733,76.6236,Layer 1,,,,,
19.6144,76.764700026168,Layer 1,,,,,
19.7555,76.90585,Layer 1,,,,,
19.89665,77.047000026168,Layer 1,,,,,
20.0378,77.1881,Layer 1,,,,,
20.1789,77.329200026168,Layer 1,,,,,
20.32,77.4703,Layer 1,,,,,
20.7433,77.611400026168,Layer 1,,,,,
21.1666,77.4703,Layer 1,,,,,
21.44885,77.329200026168,Layer 1,,,,,
21.7311,77.4703,Layer 1,,,,,
21.8722,77.611400026168,Layer 1,,,,,
22.0133,77.7525,Layer 1,,,,,
22.1544,77.893600026168,Layer 1,,,,,
22.2955,78.17585,Layer 1,,,,,
22.43665,78.458100026168,Layer 1,,,,,
22.5778,78.31695,Layer 1,,,,,
22.7189,78.175800026168,Layer 1,,,,,
22.86,78.0347,Layer 1,,,,,
23.0011,77.893600026168,Layer 1,,,,,
23.1422,77.7525,Layer 1,,,,,
23.2833,77.611400026168,Layer 1,,,,,
23.4244,77.4703,Layer 1,,,,,
23.5655,77.329200026168,Layer 1,,,,,
23.7066,77.1881,Layer 1,,,,,
23.84775,77.047000026168,Layer 1,,,,,
23.9889,76.90585,Layer 1,,,,,
24.13,76.764700026168,Layer 1,,,,,
24.2711,76.6236,Layer 1,,,,,
24.4122,76.482500026168,Layer 1,,,,,
24.5533,76.3414,Layer 1,,,,,
24.6944,76.200300026168,Layer 1,,,,,
24.8355,76.0592,Layer 1,,,,,
25.25885,75.918100026168,Layer 1,,,,,
25.6822,76.0592,Layer 1,,,,,
25.8233,76.200300026168,Layer 1,,,,,
25.9644,76.3414,Layer 1,,,,,
26.24665,76.482500026168,Layer 1,,,,,
26.5289,76.6236,Layer 1,,,,,
26.8111,76.764700026168,Layer 1,,,,,
27.0933,76.90585,Layer 1,,,,,
27.2344,77.047000026168,Layer 1,,,,,
27.3755,77.1881,Layer 1,,,,,
27.51665,77.329200026168,Layer 1,,,,,
27.6578,77.4703,Layer 1,,,,,
27.7989,77.611400026168,Layer 1,,,,,
27.94,78.17585,Layer 1,,,,,
28.0811,78.740300026168,Layer 1,,,,,
28.2222,78.8814,Layer 1,,,,,
29.06885,79.022500026168,Layer 1,,,,,
29.9155,79.1636,Layer 1,,,,,
30.33885,79.304700026168,Layer 1,,,,,
30.7622,79.1636,Layer 1,,,,,
31.18555,79.022500026168,Layer 1,,,,,
31.6089,78.8814,Layer 1,,,,,
31.8911,78.740300026168,Layer 1,,,,,
32.1733,78.5992,Layer 1,,,,,
32.59665,78.458100026168,Layer 1,,,,,
33.02,78.7403,Layer 1,,,,,
33.1611,79.022500026168,Layer 1,,,,,
33.3022,79.72805,Layer 1,,,,,
33.72555,80.433600026168,Layer 1,,,,,
34.1489,80.5747,Layer 1,,,,,
34.4311,80.715800026168,Layer 1,,,,,
34.7133,80.85695,Layer 1,,,,,
34.7133,80.85695,Layer 1,,,,,
34.8544,80.715800026168,Layer 1,,,,,
34.9955,80.5747,Layer 1,,,,,
35.1366,80.433600026168,Layer 1,,,,,
35.2777,80.2925,Layer 1,,,,,
35.41885,80.151400026168,Layer 1,,,,,
35.56,80.0103,Layer 1,,,,,
36.26555,79.869200026168,Layer 1,,,,,
36.9711,80.0103,Layer 1,,,,,
37.2533,80.151400026168,Layer 1,,,,,
37.5355,80.2925,Layer 1,,,,,
38.3822,80.433600026168,Layer 1,,,,,
39.2289,80.2925,Layer 1,,,,,
39.37,80.151400026168,Layer 1,,,,,
39.5111,80.0103,Layer 1,,,,,
40.07555,79.869200026168,Layer 1,,,,,
40.64,80.43365,Layer 1,,,,,
40.49885,80.998100026168,Layer 1,,,,,
40.3577,81.56255,Layer 1,,,,,
40.49885,82.127000026168,Layer 1,,,,,
40.64,82.2681,Layer 1,,,,,
40.7811,82.409200026168,Layer 1,,,,,
40.9222,82.5503,Layer 1,,,,,
41.2044,82.691400026168,Layer 1,,,,,
41.4866,82.8325,Layer 1,,,,,
42.19215,82.973600026168,Layer 1,,,,,
42.8977,82.8325,Layer 1,,,,,
43.03885,82.691400026168,Layer 1,,,,,
43.18,82.5503,Layer 1,,,,,
43.3211,82.409200026168,Layer 1,,,,,
43.4622,82.2681,Layer 1,,,,,
43.6033,82.127000026168,Layer 1,,,,,
43.7444,81.98585,Layer 1,,,,,
44.59105,81.844700026168,Layer 1,,,,,
45.86105,81.98585,Layer 1,,,,,
33.8666,51.08255,Layer 1,,,,,
34.00775,51.364800026168,Layer 1,,,,,
34.1489,51.7881,Layer 1,,,,,
34.29,52.211400026168,Layer 1,,,,,
34.4311,52.63475,Layer 1,,,,,
34.5722,53.058100026168,Layer 1,,,,,
34.7133,53.3403,Layer 1,,,,,
34.8544,53.622500026168,Layer 1,,,,,
34.9955,54.04585,Layer 1,,,,,
35.1366,54.469200026168,Layer 1,,,,,
35.2777,54.89255,Layer 1,,,,,
35.41885,55.315900026168,Layer 1,,,,,
35.56,55.5981,Layer 1,,,,,
35.7011,55.880300026168,Layer 1,,,,,
35.8422,56.0214,Layer 1,,,,,
35.9833,56.162500026168,Layer 1,,,,,
36.1244,56.44475,Layer 1,,,,,
36.2655,56.727000026168,Layer 1,,,,,
36.4066,57.0092,Layer 1,,,,,
36.54775,57.291400026168,Layer 1,,,,,
36.6889,57.71475,Layer 1,,,,,
36.83,58.138100026168,Layer 1,,,,,
36.9711,58.5614,Layer 1,,,,,
37.1122,58.984700026168,Layer 1,,,,,
37.2533,59.12585,Layer 1,,,,,
37.2533,59.12585,Layer 1,,,,,
37.5355,58.984700026168,Layer 1,,,,,
37.8177,58.8436,Layer 1,,,,,
38.09995,58.702500026168,Layer 1,,,,,
38.3822,58.5614,Layer 1,,,,,
38.6644,58.420300026168,Layer 1,,,,,
38.9466,58.2792,Layer 1,,,,,
39.08775,58.138100026168,Layer 1,,,,,
39.2289,57.997,Layer 1,,,,,
39.37,57.855900026168,Layer 1,,,,,
39.5111,57.57365,Layer 1,,,,,
39.6522,57.291400026168,Layer 1,,,,,
39.7933,57.1503,Layer 1,,,,,
39.9344,57.009200026168,Layer 1,,,,,
40.0755,56.8681,Layer 1,,,,,
40.2166,56.727000026168,Layer 1,,,,,
40.3577,56.58585,Layer 1,,,,,
40.49885,56.444700026168,Layer 1,,,,,
40.64,56.3036,Layer 1,,,,,
40.7811,56.162500026168,Layer 1,,,,,
40.9222,56.0214,Layer 1,,,,,
41.0633,55.880300026168,Layer 1,,,,,
41.2044,55.5981,Layer 1,,,,,
41.3455,55.315900026168,Layer 1,,,,,
41.4866,55.17475,Layer 1,,,,,
41.62775,55.033600026168,Layer 1,,,,,
41.7689,54.8925,Layer 1,,,,,
41.91,54.751400026168,Layer 1,,,,,
42.0511,54.6103,Layer 1,,,,,
42.3333,54.469200026168,Layer 1,,,,,
42.6155,54.3281,Layer 1,,,,,
42.7566,54.187000026168,Layer 1,,,,,
42.8977,54.0459,Layer 1,,,,,
43.17995,53.904800026168,Layer 1,,,,,
43.4622,53.76365,Layer 1,,,,,
43.6033,53.622500026168,Layer 1,,,,,
43.7444,53.4814,Layer 1,,,,,
44.30885,53.340300026168,Layer 1,,,,,
44.8733,53.0581,Layer 1,,,,,
45.0144,52.775900026168,Layer 1,,,,,
45.1555,52.49365,Layer 1,,,,,
45.2966,52.211400026168,Layer 1,,,,,
45.4377,51.9292,Layer 1,,,,,
45.57885,51.647000026168,Layer 1,,,,,
45.72,51.36475,Layer 1,,,,,
45.8611,51.082500026168,Layer 1,,,,,
46.0022,50.8003,Layer 1,,,,,
46.1433,50.518100026168,Layer 1,,,,,
46.2844,50.377,Layer 1,,,,,
46.4255,50.235900026168,Layer 1,,,,,
46.5666,49.95365,Layer 1,,,,,
46.70775,49.671400026168,Layer 1,,,,,
46.8489,49.3892,Layer 1,,,,,
46.99,49.107000026168,Layer 1,,,,,
47.1311,48.82475,Layer 1,,,,,
47.2722,48.542500026168,Layer 1,,,,,
47.4133,48.4014,Layer 1,,,,,
47.97775,48.260300026168,Layer 1,,,,,
48.5422,48.4014,Layer 1,,,,,
48.5422,48.2603,Layer 1,,,,,
48.4011,47.978100026168,Layer 1,,,,,
48.26,47.41365,Layer 1,,,,,
48.11885,46.849200026168,Layer 1,,,,,
47.9777,44.3092,Layer 1,,,,,
47.8366,41.769200026168,Layer 1,,,,,
47.6955,40.3581,Layer 1,,,,,
47.5544,38.947000026168,Layer 1,,,,,
47.4133,38.52365,Layer 1,,,,,
47.2722,38.100300026168,Layer 1,,,,,
47.1311,37.677,Layer 1,,,,,
46.99,37.253700026168,Layer 1,,,,,
46.8489,36.97145,Layer 1,,,,,
46.70775,36.689200026168,Layer 1,,,,,
46.5666,36.26585,Layer 1,,,,,
46.4255,35.842500026168,Layer 1,,,,,
46.2844,35.5603,Layer 1,,,,,
46.1433,35.278100026168,Layer 1,,,,,
46.0022,34.85475,Layer 1,,,,,
45.8611,34.431400026168,Layer 1,,,,,
45.72,34.1492,Layer 1,,,,,
45.57885,33.867000026168,Layer 1,,,,,
45.4377,33.58475,Layer 1,,,,,
45.2966,33.302500026168,Layer 1,,,,,
45.1555,32.8792,Layer 1,,,,,
45.0144,32.455900026168,Layer 1,,,,,
44.8733,32.17365,Layer 1,,,,,
44.7322,31.891400026168,Layer 1,,,,,
44.5911,31.6092,Layer 1,,,,,
44.45,31.327000026168,Layer 1,,,,,
44.3089,30.90365,Layer 1,,,,,
44.16775,30.480300026168,Layer 1,,,,,
44.0266,30.1981,Layer 1,,,,,
43.8855,29.915900026168,Layer 1,,,,,
43.7444,29.63365,Layer 1,,,,,
43.6033,29.351400026168,Layer 1,,,,,
43.4622,29.0692,Layer 1,,,,,
43.3211,28.787000026168,Layer 1,,,,,
43.18,28.6459,Layer 1,,,,,
43.03885,28.504800026168,Layer 1,,,,,
42.8977,28.36365,Layer 1,,,,,
42.7566,28.222500026168,Layer 1,,,,,
42.6155,28.0814,Layer 1,,,,,
42.3333,27.940300026168,Layer 1,,,,,
42.0511,27.7992,Layer 1,,,,,
41.76885,27.658100026168,Layer 1,,,,,
41.4866,27.517,Layer 1,,,,,
41.2044,27.375900026168,Layer 1,,,,,
40.9222,27.2348,Layer 1,,,,,
40.63995,27.093700026168,Layer 1,,,,,
40.3577,26.95255,Layer 1,,,,,
39.9344,26.811400026168,Layer 1,,,,,
39.5111,26.6703,Layer 1,,,,,
39.08775,26.529200026168,Layer 1,,,,,
38.6644,26.3881,Layer 1,,,,,
38.09995,26.247000026168,Layer 1,,,,,
37.5355,26.1059,Layer 1,,,,,
37.3944,25.964800026168,Layer 1,,,,,
37.2533,26.1059,Layer 1,,,,,
37.3944,26.247000026168,Layer 1,,,,,
37.5355,26.5292,Layer 1,,,,,
37.6766,26.811400026168,Layer 1,,,,,
37.8177,27.09365,Layer 1,,,,,
37.95885,27.375900026168,Layer 1,,,,,
38.1,27.6581,Layer 1,,,,,
38.2411,27.940300026168,Layer 1,,,,,
38.3822,28.22255,Layer 1,,,,,
38.5233,28.504800026168,Layer 1,,,,,
38.6644,28.6459,Layer 1,,,,,
38.8055,28.787000026168,Layer 1,,,,,
38.9466,28.9281,Layer 1,,,,,
39.08775,29.069200026168,Layer 1,,,,,
39.2289,29.2103,Layer 1,,,,,
39.37,29.351400026168,Layer 1,,,,,
39.5111,29.63365,Layer 1,,,,,
39.7933,29.915900026168,Layer 1,,,,,
40.0755,30.057,Layer 1,,,,,
40.2166,30.198100026168,Layer 1,,,,,
40.3577,30.3392,Layer 1,,,,,
40.49885,30.480300026168,Layer 1,,,,,
40.64,30.6214,Layer 1,,,,,
40.9222,30.762500026168,Layer 1,,,,,
41.2044,30.90365,Layer 1,,,,,
41.48665,31.044800026168,Layer 1,,,,,
41.7689,31.1859,Layer 1,,,,,
42.3333,31.327000026168,Layer 1,,,,,
42.8977,31.4681,Layer 1,,,,,
43.46215,31.609200026168,Layer 1,,,,,
44.0266,31.7503,Layer 1,,,,,
44.44995,31.891400026168,Layer 1,,,,,
44.8733,32.17365,Layer 1,,,,,
44.7322,32.455900026168,Layer 1,,,,,
44.5911,32.597,Layer 1,,,,,
43.88555,32.738100026168,Layer 1,,,,,
43.18,32.597,Layer 1,,,,,
42.89775,32.455900026168,Layer 1,,,,,
42.89775,32.455900026168,Layer 1,,,,,
43.18,32.597,Layer 1,,,,,
43.4622,32.738100026168,Layer 1,,,,,
43.7444,32.8792,Layer 1,,,,,
44.02665,33.020300026168,Layer 1,,,,,
44.3089,33.44365,Layer 1,,,,,
43.6033,33.867000026168,Layer 1,,,,,
42.8977,33.7259,Layer 1,,,,,
42.6155,33.584800026168,Layer 1,,,,,
42.3333,33.44365,Layer 1,,,,,
42.0511,33.302500026168,Layer 1,,,,,
41.7689,33.1614,Layer 1,,,,,
41.62775,33.020300026168,Layer 1,,,,,
41.4866,32.8792,Layer 1,,,,,
41.2044,32.738100026168,Layer 1,,,,,
40.9222,32.597,Layer 1,,,,,
40.7811,32.455900026168,Layer 1,,,,,
40.64,32.3148,Layer 1,,,,,
40.35775,32.173700026168,Layer 1,,,,,
40.0755,32.03255,Layer 1,,,,,
39.9344,31.891400026168,Layer 1,,,,,
39.7933,31.7503,Layer 1,,,,,
39.6522,31.609200026168,Layer 1,,,,,
39.5111,31.4681,Layer 1,,,,,
39.37,31.327000026168,Layer 1,,,,,
39.2289,31.1859,Layer 1,,,,,
39.08775,31.044800026168,Layer 1,,,,,
38.9466,30.90365,Layer 1,,,,,
38.8055,30.762500026168,Layer 1,,,,,
38.6644,30.6214,Layer 1,,,,,
38.5233,30.480300026168,Layer 1,,,,,
38.3822,30.3392,Layer 1,,,,,
38.2411,30.198100026168,Layer 1,,,,,
38.1,29.9159,Layer 1,,,,,
37.95885,29.633700026168,Layer 1,,,,,
37.8177,29.49255,Layer 1,,,,,
37.6766,29.351400026168,Layer 1,,,,,
37.5355,29.2103,Layer 1,,,,,
37.3944,29.069200026168,Layer 1,,,,,
37.2533,28.787,Layer 1,,,,,
37.1122,28.504800026168,Layer 1,,,,,
36.9711,28.22255,Layer 1,,,,,
36.83,27.940300026168,Layer 1,,,,,
36.6889,27.7992,Layer 1,,,,,
36.54775,27.658100026168,Layer 1,,,,,
36.4066,27.23475,Layer 1,,,,,
36.2655,26.811400026168,Layer 1,,,,,
36.1244,26.3881,Layer 1,,,,,
35.9833,25.964800026168,Layer 1,,,,,
35.8422,25.8237,Layer 1,,,,,
34.99555,25.682600026168,Layer 1,,,,,
34.1489,25.54145,Layer 1,,,,,
33.44335,25.400300026168,Layer 1,,,,,
32.7378,25.2592,Layer 1,,,,,
32.0322,25.118100026168,Layer 1,,,,,
31.3266,24.977,Layer 1,,,,,
30.62105,24.835900026168,Layer 1,,,,,
29.9155,24.6948,Layer 1,,,,,
29.35105,24.553700026168,Layer 1,,,,,
28.7866,24.41255,Layer 1,,,,,
28.2222,24.271400026168,Layer 1,,,,,
27.6578,24.1303,Layer 1,,,,,
27.09335,23.989200026168,Layer 1,,,,,
26.5289,23.8481,Layer 1,,,,,
26.10555,23.707000026168,Layer 1,,,,,
25.6822,23.5659,Layer 1,,,,,
25.25885,23.424800026168,Layer 1,,,,,
24.8355,23.2837,Layer 1,,,,,
24.4122,23.142600026168,Layer 1,,,,,
23.9889,23.00145,Layer 1,,,,,
23.56555,22.860300026168,Layer 1,,,,,
23.1422,22.7192,Layer 1,,,,,
22.71885,22.578100026168,Layer 1,,,,,
22.2955,22.437,Layer 1,,,,,
22.0133,22.295900026168,Layer 1,,,,,
21.7311,22.1548,Layer 1,,,,,
21.44885,22.013700026168,Layer 1,,,,,
21.1666,21.87255,Layer 1,,,,,
20.8844,21.731400026168,Layer 1,,,,,
20.6022,21.5903,Layer 1,,,,,
20.32,21.449200026168,Layer 1,,,,,
20.0378,21.3081,Layer 1,,,,,
19.75555,21.167000026168,Layer 1,,,,,
19.4733,21.0259,Layer 1,,,,,
19.3322,20.884800026168,Layer 1,,,,,
19.1911,20.7437,Layer 1,,,,,
18.9089,20.602600026168,Layer 1,,,,,
18.6267,20.46145,Layer 1,,,,,
18.48555,20.320300026168,Layer 1,,,,,
18.3444,20.1792,Layer 1,,,,,
18.2033,20.038100026168,Layer 1,,,,,
18.0622,19.897,Layer 1,,,,,
17.78,19.755900026168,Layer 1,,,,,
17.4978,19.6148,Layer 1,,,,,
17.35665,19.473700026168,Layer 1,,,,,
17.2155,19.33255,Layer 1,,,,,
17.0744,19.191400026168,Layer 1,,,,,
16.9333,19.0503,Layer 1,,,,,
16.7922,18.909200026168,Layer 1,,,,,
16.6511,18.7681,Layer 1,,,,,
16.51,18.627000026168,Layer 1,,,,,
16.3689,18.3448,Layer 1,,,,,
16.2278,18.062600026168,Layer 1,,,,,
16.0867,17.92145,Layer 1,,,,,
15.94555,17.780300026168,Layer 1,,,,,
15.8044,17.6392,Layer 1,,,,,
15.6633,17.498100026168,Layer 1,,,,,
15.5222,17.357,Layer 1,,,,,
15.3811,17.215900026168,Layer 1,,,,,
15.24,17.0748,Layer 1,,,,,
15.0989,16.933700026168,Layer 1,,,,,
14.9578,16.79255,Layer 1,,,,,
14.81665,16.651400026168,Layer 1,,,,,
14.6755,16.5103,Layer 1,,,,,
14.5344,16.369200026168,Layer 1,,,,,
14.3933,16.2281,Layer 1,,,,,
14.2522,16.087000026168,Layer 1,,,,,
14.1111,15.9459,Layer 1,,,,,
13.97,15.804800026168,Layer 1,,,,,
13.8289,15.52255,Layer 1,,,,,
